book_id,goodreads_book_id,authors,original_publication_year,title,language_code,image_url,book_id_diff
2989,33810,Nelson DeMille,1997.0,"Plum Island (John Corey, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2990,325421,Hugh Lofting,1920.0,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2991,10911,Jodi Picoult,2003.0,Second Glance,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2992,94803,Arnold Lobel,1971.0,"Frog and Toad Together (Frog and Toad, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2993,6219656,Shirley Jackson,1948.0,The Lottery,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2994,58822,Adriana Trigiani,2000.0,"Big Stone Gap (Big Stone Gap, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2995,74824,Steve Berry,2007.0,"The Alexandria Link (Cotton Malone, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
2996,7896345,Kelley Armstrong,2011.0,"The Gathering (Darkness Rising, #1)",eng,https://images.gr-assets.com/books/1277820938m/7896345.jpg,0
2997,9833184,Richelle Mead,2013.0,"The Fiery Heart (Bloodlines, #4)",eng,https://images.gr-assets.com/books/1383243238m/9833184.jpg,0
2998,6479550,Ilona Andrews,2010.0,"Magic Bleeds (Kate Daniels, #4)",eng,https://images.gr-assets.com/books/1407110429m/6479550.jpg,0
2999,25152052,Isabel Allende,2015.0,The Japanese Lover,eng,https://images.gr-assets.com/books/1501991754m/25152052.jpg,0
3000,47990,Terry Pratchett,1997.0,"Jingo (Discworld, #21; City Watch, #4)",eng,https://images.gr-assets.com/books/1327921813m/47990.jpg,0
3001,704043,Lara Adrian,2007.0,"Kiss of Midnight (Midnight Breed,  #1)",eng,https://images.gr-assets.com/books/1327884885m/704043.jpg,0
3002,32071,D.H. Lawrence,1913.0,Sons and Lovers,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3003,8155,Barbara Taylor Bradford,1979.0,A Woman of Substance (Emma Harte Saga #1),eng,https://images.gr-assets.com/books/1330029941m/8155.jpg,0
3004,15757434,Nicole  Williams,2012.0,"Crash (Crash, #1)",eng,https://images.gr-assets.com/books/1342588706m/15757434.jpg,0
3005,15791154,David Baldacci,2013.0,"The Hit (Will Robie, #2)",eng,https://images.gr-assets.com/books/1361749502m/15791154.jpg,0
3006,22200,William Gibson,1986.0,"Count Zero (Sprawl, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3007,24472,Lisa See,2007.0,Peony in Love,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3008,5231173,Sarah Ockler,2009.0,Twenty Boy Summer,eng,https://images.gr-assets.com/books/1342447832m/5231173.jpg,0
3009,81922,Robert T. Kiyosaki,1998.0,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,vie,https://images.gr-assets.com/books/1483023081m/81922.jpg,0
3010,7058405,Camilla Läckberg,2004.0,"The Ice Princess (Patrik Hedström, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3011,22649,Jane Green,2000.0,Bookends,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3012,23481669,Donna Mabry,2014.0,Maude,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3013,88071,John Scalzi,2007.0,The Last Colony (Old Man's War #3),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3014,826582,Laura Joffe Numeroff,2002.0,If You Take a Mouse to School,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3015,18593175,Colleen Hoover,2013.0,"Finding Cinderella (Hopeless, #2.5)",eng,https://images.gr-assets.com/books/1380847885m/18593175.jpg,-38116
3016,9298,Marian Keyes,1999.0,Last Chance Saloon,eng,https://images.gr-assets.com/books/1407708818m/9298.jpg,0
3017,17156015,Georgia Cates,2013.0,"Beauty from Pain (Beauty, #1)",eng,https://images.gr-assets.com/books/1360699932m/17156015.jpg,0
3018,43339,Mary Higgins Clark,1975.0,Where Are the Children?,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3019,77366,Robin McKinley,1984.0,"The Hero and the Crown (Damar, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3020,7723,Franz Kafka,1915.0,The Metamorphosis and Other Stories,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3021,218357,Thrity Umrigar,2006.0,The Space Between Us,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3022,3049,Unknown,1390.0,Sir Gawain and the Green Knight ,,https://images.gr-assets.com/books/1309282183m/3049.jpg,0
3023,4921,Jerome K. Jerome,1889.0,"Three Men in a Boat (Three Men, #1)",eng,https://images.gr-assets.com/books/1392791656m/4921.jpg,0
3024,214614,Edward Abbey,1968.0,Desert Solitaire,eng,https://images.gr-assets.com/books/1399583343m/214614.jpg,0
3025,6419,Janet Evanovich,2007.0,"Plum Lovin' (Stephanie Plum, #12.5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3026,56454,Tom Rath,2007.0,Strengths Finder 2.0,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3027,9570,Tom Robbins,1971.0,Another Roadside Attraction,eng,https://images.gr-assets.com/books/1327866271m/9570.jpg,0
3028,92163,Edward Rutherfurd,1987.0,Sarum: The Novel of England,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,-1760982
3029,43328,Sidney Sheldon,1980.0,Rage of Angels,eng,https://images.gr-assets.com/books/1356445383m/43328.jpg,0
3030,8718952,Richelle Mead,2010.0,"Vampire Academy Box Set (Vampire Academy, #1-4)",eng,https://images.gr-assets.com/books/1281267849m/8718952.jpg,0
3031,9395215,Alyson Noel,2011.0,"Everlasting (The Immortals, #6)",eng,https://images.gr-assets.com/books/1362336387m/9395215.jpg,0
3032,17255435,Bella Forrest,2012.0,"A Shade of Vampire (A Shade of Vampire, #1)",eng,https://images.gr-assets.com/books/1358415528m/17255435.jpg,0
3033,586472,Tom Wolfe,1979.0,The Right Stuff,eng,https://images.gr-assets.com/books/1393654700m/586472.jpg,0
3034,129645,Madeleine Wickham,2000.0,Cocktails for Three,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3035,32255,Tess Gerritsen,2006.0,"Vanish (Rizzoli & Isles, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3036,33441,Christopher Moore,2003.0,"Fluke: Or, I Know Why the Winged Whale Sings",eng,https://images.gr-assets.com/books/1168444068m/33441.jpg,0
3037,899492,Edgar Allan Poe,1843.0,The Tell-Tale Heart,eng,https://images.gr-assets.com/books/1317724096m/899492.jpg,0
3038,7362158,Jean Kwok,2010.0,Girl in Translation,eng,https://images.gr-assets.com/books/1347022887m/7362158.jpg,0
3039,17565845,Lauren Oliver,2014.0,"Panic (Panic, #1)",eng,https://images.gr-assets.com/books/1374066076m/17565845.jpg,0
3040,13146214,Abbi Glines,2012.0,"Because of Low (Sea Breeze, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3041,24096,Leonardo da Vinci,1519.0,Leonardo's Notebooks,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3042,217432,Kristin Hannah,2003.0,Between Sisters,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3043,17920175,Blake Crouch,2013.0,"Wayward (Wayward Pines, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3044,1375896,Angie Sage,2008.0,"Queste (Septimus Heap, #4)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3045,23305614,Sophie Kinsella,2015.0,Finding Audrey,eng,https://images.gr-assets.com/books/1466835008m/23305614.jpg,0
3046,603422,Mollie Katzen,1977.0,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",eng,https://images.gr-assets.com/books/1344370160m/603422.jpg,0
3047,105551,Dr. Seuss,1965.0,Fox in Socks,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3048,2517,Orhan Pamuk,1998.0,My Name is Red,eng,https://images.gr-assets.com/books/1374015288m/2517.jpg,0
3049,78250,Carlos Castaneda,1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge ,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3050,9509287,David Baldacci,2011.0,"The Sixth Man (Sean King & Michelle Maxwell, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3051,193093,Marcia Brown,1947.0,Stone Soup,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3052,213647,Cinda Williams Chima,2006.0,"The Warrior Heir (The Heir Chronicles, #1)",eng,https://images.gr-assets.com/books/1360575642m/213647.jpg,0
3053,19004663,Janet Evanovich,2014.0,"Top Secret Twenty-One (Stephanie Plum, #21)",eng,https://images.gr-assets.com/books/1394500766m/19004663.jpg,0
3054,2223324,John   Williams,2003.0,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3055,16791,Neil Gaiman,1993.0,Death: The High Cost of Living Collected,eng,https://images.gr-assets.com/books/1366407293m/16791.jpg,0
3056,229123,Catherine Marshall,1967.0,Christy,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3057,13623150,Tahereh Mafi,2012.0,"Destroy Me (Shatter Me, #1.5)",eng,https://images.gr-assets.com/books/1340398466m/13623150.jpg,0
3058,84839,Lisa Gardner,2006.0,"Gone (Quincy & Rainie, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3059,40745,Carol S. Dweck,2006.0,Mindset: The New Psychology of Success,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3060,5972040,Jude Watson,2009.0,Beyond the Grave (The 39 Clues #4),eng,https://images.gr-assets.com/books/1385209619m/5972040.jpg,0
3061,26435,C.S. Lewis,1940.0,The Problem of Pain,eng,https://images.gr-assets.com/books/1328546308m/26435.jpg,0
3062,2527900,Richard H. Thaler,2008.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness",eng,https://images.gr-assets.com/books/1328828013m/2527900.jpg,0
3063,210329,Susan Cooper,1973.0,"The Dark Is Rising (The Dark is Rising, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3064,23754479,Jonathan Franzen,2015.0,Purity,eng,https://images.gr-assets.com/books/1438958976m/23754479.jpg,0
3065,32446,Richard Paige,1985.0,The Door to December,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3066,53625,James Patterson,2002.0,"Four Blind Mice (Alex Cross, #8)",eng,https://images.gr-assets.com/books/1408929456m/53625.jpg,0
3067,3975186,Kristin Hannah,2009.0,True Colors,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3068,9595,Kurt Vonnegut Jr.,1976.0,"Slapstick, or Lonesome No More!",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3069,38315,Nassim Nicholas Taleb,2001.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3070,14975,Kate Mosse,2005.0,"Labyrinth (Languedoc, #1)",eng,https://images.gr-assets.com/books/1312498906m/14975.jpg,0
3071,7493,Joseph J. Ellis,2000.0,Founding Brothers: The Revolutionary Generation,eng,https://images.gr-assets.com/books/1388791106m/7493.jpg,0
3072,76679,Isaac Asimov,1993.0,Forward the Foundation (Foundation: Prequel #2),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3073,6919272,Kerstin Gier,2010.0,"Saphirblau (Edelstein-Trilogie, #2)",ger,https://images.gr-assets.com/books/1327251290m/6919272.jpg,0
3074,16142053,Lawrence Wright,2013.0,"Going Clear: Scientology, Hollywood, and the Prison of Belief",eng,https://images.gr-assets.com/books/1358119149m/16142053.jpg,0
3075,7619292,Young Kim,2010.0,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",eng,https://images.gr-assets.com/books/1317294278m/7619292.jpg,0
3076,56034,John Fowles,1969.0,The French Lieutenant's Woman,eng,https://images.gr-assets.com/books/1466630905m/56034.jpg,0
3077,732562,Samuel Taylor Coleridge,1798.0,The Rime of the Ancient Mariner,eng,https://images.gr-assets.com/books/1436976206m/732562.jpg,0
3078,240130,Robert Munsch,1980.0,The Paper Bag Princess,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3079,163977,John Steinbeck,1935.0,Tortilla Flat,eng,https://images.gr-assets.com/books/1400859671m/163977.jpg,0
3080,23814,H. Rider Haggard,1885.0,"King Solomon's Mines (Allan Quatermain, #1)",eng,https://images.gr-assets.com/books/1418964233m/23814.jpg,0
3081,12647642,Tina Reber,2012.0,"Love Unrehearsed (Love, #2)",eng,https://images.gr-assets.com/books/1347242126m/12647642.jpg,0
3082,25105,Neil Gaiman,1994.0,Brief Lives (The Sandman #7),eng,https://images.gr-assets.com/books/1339922078m/25105.jpg,0
3083,3934321,L.J. Smith,2009.0,"Nightfall (The Vampire Diaries: The Return, #1)",eng,https://images.gr-assets.com/books/1347414391m/3934321.jpg,0
3084,3467,Jeanne DuPrau,2004.0,"The People of Sparks (Book of Ember, #2)",eng,https://images.gr-assets.com/books/1397931991m/3467.jpg,0
3085,5954,Hermann Hesse,1930.0,Narcissus and Goldmund,eng,https://images.gr-assets.com/books/1374680750m/5954.jpg,0
3086,25106,Neil Gaiman,1990.0,Fables and Reflections (The Sandman #6),eng,https://images.gr-assets.com/books/1311961999m/25106.jpg,0
3087,17199504,Samantha Shannon,2013.0,"The Bone Season (The Bone Season, #1)",eng,https://images.gr-assets.com/books/1421412990m/17199504.jpg,0
3088,31250,Charles Dickens,1855.0,Little Dorrit,eng,https://images.gr-assets.com/books/1496619146m/31250.jpg,0
3089,175004,Anthony Horowitz,2003.0,"Eagle Strike (Alex Rider, #4)",,https://images.gr-assets.com/books/1373920729m/175004.jpg,0
3090,50833,Jacqueline Susann,1966.0,Valley of the Dolls,eng,https://images.gr-assets.com/books/1328281855m/50833.jpg,-530978
3091,12657,James A. Michener,1965.0,The Source,eng,https://images.gr-assets.com/books/1412531751m/12657.jpg,0
3092,4954,Dave Eggers,2002.0,You Shall Know Our Velocity!,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3093,3438000,Radwa Ashour,1994.0,ثلاثية غرناطة,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3094,201126,Michael Rosen,1989.0,We're Going on a Bear Hunt,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3095,6339989,Richelle Mead,2009.0,"Vampire Academy Collection (Vampire Academy, #1-3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3096,673657,David Eddings,1985.0,"Guardians of the West (The Malloreon, #1)",eng,https://images.gr-assets.com/books/1342528416m/673657.jpg,0
3097,7076706,Nora Roberts,2010.0,The Search,eng,https://images.gr-assets.com/books/1302725483m/7076706.jpg,0
3098,13147,James Patterson,2005.0,"Honeymoon (Honeymoon, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3099,45252,Peter F. Hamilton,2004.0,Pandora's Star,eng,https://images.gr-assets.com/books/1440699949m/45252.jpg,0
3100,322351,Thomas Rockwell,1973.0,How to Eat Fried Worms,eng,https://images.gr-assets.com/books/1320519921m/322351.jpg,0
3101,269322,Edgar Allan Poe,1845.0,The Raven and other poems,eng,https://images.gr-assets.com/books/1297913274m/269322.jpg,0
3102,6335026,Heather Gudenkauf,2008.0,The Weight of Silence,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3103,22522808,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,eng,https://images.gr-assets.com/books/1415036119m/22522808.jpg,0
3104,106590,David Herbert Donald,1995.0,Lincoln,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3105,1811543,Ilona Andrews,2008.0,"Magic Burns (Kate Daniels, #2)",eng,https://images.gr-assets.com/books/1311280284m/1811543.jpg,0
3106,3698,Graham Greene,1955.0,The Quiet American,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3107,16062211,Katie Ashley,2012.0,"The Proposition (The Proposition, #1)",eng,https://images.gr-assets.com/books/1355433171m/16062211.jpg,0
3108,6541,Patricia Cornwell,1996.0,"Cause of Death (Kay Scarpetta, #7)",eng,https://images.gr-assets.com/books/1327632787m/6541.jpg,0
3109,77430,Patrick O'Brian,1969.0,Master and Commander,eng,https://images.gr-assets.com/books/1467992540m/77430.jpg,0
3110,969275,Akira Toriyama,1985.0,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",eng,https://images.gr-assets.com/books/1442541694m/969275.jpg,0
3111,89187,Alastair Reynolds,2000.0,Revelation Space,eng,https://images.gr-assets.com/books/1405532042m/89187.jpg,0
3112,7134202,James Patterson,2010.0,"Private (Private, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3113,8205669,Janet Evanovich,2009.0,"Wicked Appetite (Lizzy & Diesel, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3114,6054449,Rachel Renée Russell,2009.0,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",eng,https://images.gr-assets.com/books/1370064528m/6054449.jpg,0
3115,14384,Kresley Cole,2006.0,A Hunger Like No Other (Immortals After Dark #2),eng,https://images.gr-assets.com/books/1357616154m/14384.jpg,0
3116,10345927,Beth Revis,2012.0,"A Million Suns (Across the Universe, #2)",eng,https://images.gr-assets.com/books/1330214586m/10345927.jpg,0
3117,28251,Trudi Canavan,2002.0,"The High Lord (Black Magician Trilogy, #3)",eng,https://images.gr-assets.com/books/1327357942m/28251.jpg,0
3118,17383934,Amy Tan,2013.0,The Valley of Amazement,eng,https://images.gr-assets.com/books/1362956150m/17383934.jpg,0
3119,3465,Nicholas Sparks,2004.0,Three Weeks With My Brother,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3120,24781,Lloyd Alexander,1968.0,The High King (The Chronicles of Prydain #5),eng,https://images.gr-assets.com/books/1407209964m/24781.jpg,0
3121,9462812,Amy Plum,2011.0,"Die for Me (Revenants, #1)",eng,https://images.gr-assets.com/books/1358427893m/9462812.jpg,0
3122,77295,Anne Morrow Lindbergh,1955.0,Gift from the Sea,,https://images.gr-assets.com/books/1328312670m/77295.jpg,0
3123,2159,John Perkins,2004.0,Confessions of an Economic Hit Man,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3124,426504,Jorge Luis Borges,1944.0,Ficciones,eng,https://images.gr-assets.com/books/1388197956m/426504.jpg,0
3125,37304,John Sandford,1993.0,"Winter Prey (Lucas Davenport, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3126,4625,Ernest Hemingway,1925.0,The Complete Short Stories,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3127,50033,Ray Bradbury,1957.0,"Dandelion Wine (Green Town, #1)",eng,https://images.gr-assets.com/books/1374049845m/50033.jpg,0
3128,43782,Anne Rice,1989.0,The Mummy (Ramses the Damned #1),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3129,6570502,Chip Heath,2010.0,Switch: How to Change Things When Change Is Hard,eng,https://images.gr-assets.com/books/1422839688m/6570502.jpg,0
3130,24228353,Sejal Badani,2015.0,Trail of Broken Wings,eng,https://images.gr-assets.com/books/1427135077m/24228353.jpg,0
3131,243705,John Fowles,1963.0,The Collector,eng,https://images.gr-assets.com/books/1394828024m/243705.jpg,0
3132,183660,Gail Carson Levine,2006.0,Fairest,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3133,9594,Kurt Vonnegut Jr.,1997.0,Timequake,eng,https://images.gr-assets.com/books/1405784951m/9594.jpg,-33577121
3134,13540215,Amanda Coplin,2012.0,The Orchardist,,https://images.gr-assets.com/books/1335562453m/13540215.jpg,0
3135,17262366,Bill Bryson,2013.0,"One Summer: America, 1927",eng,https://images.gr-assets.com/books/1380292864m/17262366.jpg,0
3136,41967,Maeve Binchy,1996.0,Evening Class,eng,https://images.gr-assets.com/books/1368673760m/41967.jpg,0
3137,34919,Terry Brooks,1993.0,"The Talismans of Shannara (Heritage of Shannara, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3138,65840,L.M. Montgomery,1936.0,"Anne of Windy Poplars (Anne of Green Gables, #4)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3139,226378,Mikhail Lermontov,1840.0,A Hero of Our Time,eng,https://images.gr-assets.com/books/1344023178m/226378.jpg,0
3140,9943,Francine Rivers,1997.0,The Atonement Child,eng,https://images.gr-assets.com/books/1406513472m/9943.jpg,0
3141,6862,Ian McEwan,1998.0,Amsterdam,,https://images.gr-assets.com/books/1403191209m/6862.jpg,0
3142,40923,Edmund Morris,2001.0,Theodore Rex,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3143,10222,M.M. Kaye,1978.0,The Far Pavilions,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3144,2211221,Lee Child,2008.0,"Nothing to Lose (Jack Reacher, #12)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3145,17448960,Jasinda Wilder,2013.0,"Falling into You (Falling, #1)",eng,https://images.gr-assets.com/books/1363055080m/17448960.jpg,0
3146,20819682,Paulo Coelho,2014.0,Adultery,eng,https://images.gr-assets.com/books/1406247571m/20819682.jpg,0
3147,22443261,Brandon Sanderson,2013.0,"The Rithmatist (The Rithmatist, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3148,42172,Donna VanLiere,2001.0,The Christmas Shoes (Christmas Hope #1),eng,https://images.gr-assets.com/books/1434144615m/42172.jpg,0
3149,196613,Rory Freedman,2005.0,Skinny Bitch,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3150,12299419,Kristen Ashley,2011.0,"Mystery Man (Dream Man, #1)",eng,https://images.gr-assets.com/books/1483487036m/12299419.jpg,0
3151,899962,Margret Rey,1966.0,Curious George Goes to the Hospital,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3152,2054761,Alice Schroeder,2008.0,The Snowball: Warren Buffett and the Business of Life,eng,https://images.gr-assets.com/books/1320458276m/2054761.jpg,0
3153,107779,Julie Garwood,1989.0,"The Bride (Lairds' Fiancées, #1)",eng,https://images.gr-assets.com/books/1334369134m/107779.jpg,0
3154,2836109,John Flanagan,2007.0,"Erak's Ransom (Ranger's Apprentice, #7)",eng,https://images.gr-assets.com/books/1327918666m/2836109.jpg,0
3155,18114060,Harlan Coben,2014.0,Missing You,eng,https://images.gr-assets.com/books/1373737793m/18114060.jpg,0
3156,11691,Orhan Pamuk,2002.0,Snow,eng,https://images.gr-assets.com/books/1357684424m/11691.jpg,0
3157,6348045,John Flanagan,2009.0,"Halt's Peril (Ranger's Apprentice, #9)",eng,https://images.gr-assets.com/books/1327902875m/6348045.jpg,0
3158,715834,Tess Gerritsen,2002.0,"The Apprentice (Rizzoli & Isles, #2)",eng,https://images.gr-assets.com/books/1467859772m/715834.jpg,0
3159,1127996,Betty Crocker,1969.0,Betty Crocker's Cookbook,eng,https://images.gr-assets.com/books/1431198491m/1127996.jpg,0
3160,359410,Gabrielle Zevin,2005.0,Elsewhere,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3161,11737271,Harlan Coben,2012.0,Stay Close,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3162,13133,James Patterson,2007.0,The Quickie,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3163,45169,James Patterson,2007.0,"Step on a Crack (Michael Bennett, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3164,15937108,Holly Goldberg Sloan,2013.0,Counting by 7s,eng,https://images.gr-assets.com/books/1396225872m/15937108.jpg,0
3165,6421588,Claudia Gray,2010.0,"Hourglass (Evernight, #3)",eng,https://images.gr-assets.com/books/1306377308m/6421588.jpg,0
3166,139417,Laurell K. Hamilton,2000.0,"A Kiss of Shadows (Merry Gentry, #1)",eng,https://images.gr-assets.com/books/1486707201m/139417.jpg,0
3167,777211,Vince Flynn,2003.0,"Executive Power (Mitch Rapp, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
3168,6781956,Nora Roberts,2010.0,"Savor the Moment (Bride Quartet, #3)",eng,https://images.gr-assets.com/books/1415065163m/6781956.jpg,0
3169,157076,Richard Connell,1924.0,The Most Dangerous Game,,https://images.gr-assets.com/books/1386885674m/157076.jpg,0
